source_song,matched_song,similarity
Chipmunk (Mr. Scruff),Ihre Persönliche Glücksmelodie (Gabriel Ananda),0.9034881028708017
Death Dies Hard (Deathstars),Planets (Avenged Sevenfold),0.9034879434834372
Fazers (King Geedorah),L.A. X (Big D And The Kids Table),0.9034875015802171
Serpents Kiss (Symphony X),Hammer and Life (Exodus),0.9034870197289412
His Leaf Shall Not Wither (Orphaned Land),Leaving Blues (Bombay Bicycle Club),0.9034869268764755
Celestica (Crystal Castles),All These Things That Ive Done (The Killers),0.9034868248157538
End of the Line (Arch Enemy),Tongue Tied (Grouplove),0.903485813679411
Look Where We Are (Hoobastank),Feel Good Drag (Anberlin),0.9034851374574984
The Riddler (Nightwish),High Road (Mastodon),0.9034847533261825
In My Time (Kurt Vile),Get Off of My Cloud (The Rolling Stones),0.9034836111769985
Whos Gonna Find Me (The Coral),Hang Them All (Tapes 'n Tapes),0.9034828771455483
The Seven Angels (Avantasia),Tall Tales Taste Like Sour Grapes (Fair to Midland),0.9034818240433916
Kungen är död (Kent),Scorpio Rising (Death in Vegas),0.9034813736766442
Crowded Elevator (Incubus),Believe in Me (ATB),0.9034813024318842
Last Man On The Moon (SR-71),What You Want Me To Do? (The Heavy),0.9034802138499157
Se Viene (Bersuit Vergarabat),Naturally (Selena Gomez & the Scene),0.9034802012181055
Gay Porn (Валентин Стрыкало),All These Things That Ive Done (The Killers),0.903479625037054
Black History Month (Josh Homme Remix) (Death from Above 1979),Relention (Katatonia),0.9034796109315396
Nine Lives (Edguy),Papillon (Editors),0.9034790324553409
Racist Friend (The Specials),Stop to Love (Luther Vandross),0.9034790200904245
Smoking Gun (Robert Cray),Together Forever (Rick Astley),0.903477892558012
In My Dreams (Dark Funeral),Flight Path (Kuedo),0.9034756074520315
Death Dies Hard (Deathstars),A Dustland Fairytale (The Killers),0.903473088364036
From the Inside (Linkin Park),Amorphous (Versailles),0.903472388004505
Comforting Lie (No Doubt),Red Lights (Tiësto),0.9034715665976096
Kungen är död (Kent),Rock-N-Rule (Emery),0.9034692770604605
Wish I (Jem),Signed Sealed Delivered (Im Yours) (Stevie Wonder),0.9034690522518111
Boom! (System of a Down),World So Cold (Three Days Grace),0.903468538291431
All I Want To Do (Sugarland),Hoedown Throwdown (Miley Cyrus),0.9034681018188965
In Love With Myself (David Guetta),Every Time You Go (Ellie Goulding),0.903467033922478
Dead Archetype (Carnifex),From Darkness (Eluveitie),0.9034668795533041
Pärlor (Kent),Killing Birds (Chris Cornell),0.9034660332535269
The Spine Splitter (Cannibal Corpse),Not in Rivers But in Drops (Isis),0.9034659968600449
Gax (Boys Noize),Between Worlds (Metrik),0.903465004307434
Dead Man Walking (Fear Factory),Travel (From Autumn To Ashes),0.9034643746249148
All Systems Go (Box Car Racer),Now (Paramore),0.9034642903250011
Mother May I (Coheed and Cambria),First Date (Danko Jones),0.9034642000450772
Something I Need (OneRepublic),Take Shelter (Years & Years),0.903463949263375
I Can Climb Mountains (Hell Is For Heroes),Let Go Control (Saosin),0.9034628417801392
Dismantle (And Hell Followed With),From Darkness (Eluveitie),0.9034627546446437
In Progress (Signum),Sandstorm (Darude),0.903462170848891
107 (Orgy),Daybreaker (Beth Orton),0.9034614572617012
Exotic-6-Cordinator (Blood Stain Child),Forbidden (Miss May I),0.9034598600520443
On Earth (Samael),Megacorps (Dope Stars Inc.),0.9034595297396911
Man On The Silver Mountain (HammerFall),Papillon (Editors),0.9034594047542412
From This Day (Machine Head),Lowest of the Low (Terror),0.9034592810296544
I Would Do Anything for You (Foster the People),Afrika Shox (Leftfield),0.9034582977953739
Demon Speeding (Rob Zombie),Run Away (Live),0.903456880723529
La Posada de los Muertos (Mägo de Oz),Bullets (Editors),0.9034561672146397
A Fire In Babylon (Shadows Fall),Illumine (Karnivool),0.9034550055685192
Sadistic Lullabye (Soilwork),This Is All I Came to Do (Dinosaur Jr.),0.9034539564520222
Goofy Goober Rock (Spongebob Squarepants),ALONE EN LA VIDA (L'Arc~en~Ciel),0.903452962892859
The Running Board (The Dillinger Escape Plan),Blackest Ov The Black (Behemoth),0.9034514947860707
A Little Lie (Dave Gahan),River of Blood (The Black Angels),0.9034508031010242
Delivery (Babyshambles),Celebrity Skin (Hole),0.9034500788479232
The Story So Far (New Found Glory),My Reply (The Ataris),0.9034492003299254
Intergalactic (Boom Boom Satellites),Whisper in Time (Bad Religion),0.9034491164444942
Bring Her Down (To Crippletown) (Rob Zombie),Turning Into You (The Offspring),0.9034484790112827
Tell Me Why (Supermode),Unexpected Places (The Academy Is...),0.9034484313865451
Kindred Spirit (Deuter),Schwarze Biene (Black Maja) (Bohren & der Club of Gore),0.9034480892943381
Pardon Me (Incubus),Nice To Know You (Incubus),0.9034477727691118
Phorever People (The Shamen),We Dem Boyz (Wiz Khalifa),0.9034471673614886
Last Man On The Moon (SR-71),Nymphenzeit (In Extremo),0.9034460094559184
Trying Your Luck (The Strokes),Adams Song (blink-182),0.9034458154707086
Heartache Every Moment (Him),Afrika Shox (Leftfield),0.9034443248049083
GIRL (Boom Boom Satellites),The Game (Disturbed),0.903443827714083
Upon This Tidal Wave of Young Blood (Clap Your Hands Say Yeah),Kipumylly (Korpiklaani),0.903443312489311
Happy? (Mudvayne),Living in the Shadows (Billy Talent),0.9034432409760296
Unexpected Places (The Academy Is...),Where I Want To Be (The Dangerous Summer),0.9034419282696194
Inside Us All (Creed),The Enemy Are The Future (Late of the Pier),0.9034410308583857
Heart Like Mine (Miranda Lambert),Soul (Matchbox Twenty),0.9034393760948203
Ill Be Alright Without You (Journey),Breakfast at Tiffanys (Deep Blue Something),0.9034392014415203
Die Welt steht still (Revolverheld),Secret Valentine (We the Kings),0.9034389318310568
The Evidence (The Receiving End of Sirens),Definition Of Destiny (Billy Talent),0.9034373533883598
Only Happy When It Rains (Garbage),Song For The Broken (Close Your Eyes),0.903436485054266
Take On Me (Cap'n Jazz),Stray Bullit Woman (Greenleaf),0.9034361900008621
Sweet Emotion (Aerosmith),Cast Away (Strange Talk),0.903434381292631
Nothing (Why) (Dope),Sensorium (Epica),0.9034341229448057
All Systems Go (Box Car Racer),End of the World (Armor for Sleep),0.903433185025147
I Smell Trouble (Buddy Guy),Whats Coming Over You (Beatsteaks),0.903432748872353
The Savage Union (Edguy),Ephemeral (Insomnium),0.903432400528781
43% Burnt (The Dillinger Escape Plan),Skeleton Dance (Arch Enemy),0.9034316976190022
Lay Your Hands On Me (Thompson Twins),Supernova (Mr Hudson),0.903431509003459
Out of Touch (Hall & Oates),Tinseltown in the Rain (The Blue Nile),0.9034311283894205
Curve of the Earth (Matt Nathanson),JUST MAD PAIN (RENTRER EN SOI),0.9034305997967086
What Is He Thinking? (The Streets),La La Means I Love You (Alton Ellis),0.9034295245971163
Charlie (Red Hot Chili Peppers),Dirty Words (The Qemists),0.9034294981898393
All Systems Go (Box Car Racer),Fall Into Sleep (Mudvayne),0.9034270910019361
Gender (Orgy),Halfway Gone (Lifehouse),0.9034263577998545
Late Again (MxPx),Killing Ground (Sabaton),0.9034250581905738
Assemble The Empire (Sparta),Whos Gonna Find Me (The Coral),0.9034247509476465
I Should Know (Dirty Vegas),Testament (VNV Nation),0.9034228171212254
Jumpers (Sleater-Kinney),Resilience (As I Lay Dying),0.9034217025204453
The Killing Lights (AFI),Godspeed (Anberlin),0.9034216025376622
Push It (Static-X),Camilla (Basshunter),0.9034180773762318
Waiting For The Heavens (Eighteen Visions),I Know Hollywood And You Aint It (Walls of Jericho),0.9034158656150949
Dum Dum Girl (Talk Talk),I Wish I Knew (How It Would Feel To Be Free) (The Derek Trucks Band),0.9034155213801419
Perfect Blue (L'Arc~en~Ciel),Great Indoors (John Mayer),0.9034142197176612
Carnal Ways to Recreate the Heart (Arsis),Couleurs (M83),0.9034131698257758
Im With Stupid (Static-X),The Lonely One (Alice Deejay),0.9034125838887253
Gimme Gimme Shock Treatment (Ramones),Getaway (Pearl Jam),0.9034113667093618
Brand New Game (Millencolin),Last One Standing (Simple Plan),0.9034101311912756
In the Ghetto (Elvis Presley),A Good Year For The Roses (George Jones),0.9034097543770816
Speculum (Adema),Every Time You Go (Ellie Goulding),0.9034083001744936
Synthetic (Spineshank),Long Forgotten Sons (Rise Against),0.9034061594974293
Neighborhood #3 (Power Out) (Arcade Fire),Heart Heart Heartbreak (Boys Like Girls),0.9034057641028331
J.B.G. (Alizée),Got Love (Tove Lo),0.9034032483946953
Black Cat (Mayday Parade),Fast as I Can (Stone Temple Pilots),0.903402376723551
Blue Song (Mint Royale),I Got U (Duke Dumont),0.9033986467972833
One and the Same (Audioslave),Phönix (Unheilig),0.9033977419911127
Close Call (Rilo Kiley),Right Girl (The Maine),0.9033975498891762
End Moraine (Sparta),City of Delusion (Muse),0.9033970308110413
Bárbara (Los Hermanos),Jinx Removing (Jawbreaker),0.9033960195609162
Wrong Girl (Jane's Addiction),Es Fehlte Was Im 2ten Karton (Turbostaat),0.9033952677997781
Its Not Enough (The Who),Rabbit Heart (Raise It Up) (Florence + the Machine),0.9033947917018736
Youre Always the Sun (Supreme Beings of Leisure),The X (Kaskade),0.9033934173629993
If This Is Love (The Saturdays),Find the Fire (Parallels),0.9033932634848791
"Déjà vu (Crosby, Stills, Nash & Young)",Heartbreak Station (Cinderella),0.9033932061353191
World Apart (ASIAN KUNG-FU GENERATION),Carolina Blues (Blues Traveler),0.9033930634692912
Still Waiting (Sum 41),Puto Alcohol (Skalariak),0.9033904583261415
Protège Moi (Placebo),Children Of The Grounds (Midlake),0.9033897307509394
Decrystallizing Reason (Emperor),Pitch Black (1349),0.9033894403051465
My Fathers Son (Joe Cocker),Put Your Records On (Corinne Bailey Rae),0.9033893253476847
Depressionista (Every Time I Die),Zombies (Lacuna Coil),0.9033878955442739
Description Of A Fool (A Tribe Called Quest),Toy Soldier (Britney Spears),0.9033870155965932
Gimme Stitches (Foo Fighters),Get Outta My Way (Kylie Minogue),0.9033868259491792
After Me (Saliva),Learnt My Lesson Well (Kaiser Chiefs),0.9033858920122512
Another Innocent Girl (Alkaline Trio),Nur Du (L'Âme Immortelle),0.9033847894992336
Piss and Vinegar (Against Me!),Koi no Dependence (アンティック-珈琲店-),0.903384764162324
If You Could Only See (Tonic),Expelled (Pain),0.9033841563263437
I Woke Up In A Car (Something Corporate),More (Usher),0.903383636636287
A Flight and a Crash (Hot Water Music),To The End (Lamb of God),0.9033830646268982
Judas (Lady Gaga),Bhindi Bhagee (Joe Strummer and the Mescaleros),0.903381462691389
Negative Space (Spineshank),Stop Or Go (The Pigeon Detectives),0.9033812995035723
Morning On Earth (Pain of Salvation),We Must Bury You (Katatonia),0.9033804474085879
Protège Moi (Placebo),All My Senses (Mando Diao),0.9033804309633109
Welcome To The Future (Brad Paisley),Stevie (Kasabian),0.903379606777938
No More Will (Nevermore),The Headless Game (Edguy),0.9033788159560052
Arrows Fly (Edguy),The Lonely One (Alice Deejay),0.903377268617001
Deadly Weapons (Eyes Set to Kill),Last Forever (Fenech-Soler),0.9033769972490627
Spinning (Jack's Mannequin),We Werent Born To Follow (Bon Jovi),0.9033765924322366
Warriors of Faith (HammerFall),Dissention (Orgy),0.9033764558900599
This Celluloid Dream (AFI),Curve of the Earth (Matt Nathanson),0.9033756316264765
My Reply (The Ataris),Pages (3 Doors Down),0.9033746087535642
Hey Now Girl (Phantom Planet),If You Love Somebody Set Them Free (Sting),0.9033735663450195
Case of the Ex (Whatcha Gonna Do) (Mýa),Settle Down (Kimbra),0.9033735190419179
Never Follow Suit (The Radio Dept.),You Win Again (Bee Gees),0.9033734569770611
Cant Take This (Orgy),Blue Song (Mint Royale),0.9033724693137398
Break Some Off (Korn),Believe It or Not (Nickelback),0.903371278768234
Sting Me (The Black Crowes),Jackie Big Tits (The Kooks),0.9033711980728598
Throw Me A Rope (KT Tunstall),Dearest (Buddy Holly),0.9033711336043716
Time Is Running Out (Muse),Final Day (Tokio Hotel),0.9033700102073902
Die With You (Blutengel),Shoot Me Again (Metallica),0.9033691881163165
Woman of the World (Aerosmith),Words Fail Me (The Sound),0.903367250806497
After You My Friend (Lagwagon),Set You Free (The Black Keys),0.9033664875171042
A Few Good Men (Dropkick Murphys),Sink Into The Underground (CKY),0.9033661948549933
All This Time (Pick-Me-Up Song) (Maria Mena),Have You Never Been Mellow (Olivia Newton-John),0.9033636430504026
Eye To Eye (Astrix),Techno Widows (Astrix),0.9033633110432404
Ghost Trains (Erlend Øye),Prego Amore (Erlend Øye),0.9033625177921629
Make Me Smile (Chicago),Fever (The Black Keys),0.9033592097194032
Suffering (Soil),Exotic-6-Cordinator (Blood Stain Child),0.9033591298494965
The Glow Of The Setting Sun (Nightrage),TRAIN (ストレイテナー),0.9033578146982938
I Wanna Hear Another Fast Song (Saosin),Tilt (In Flames),0.9033576580162913
Charlie (Red Hot Chili Peppers),Hit The Heartbrakes (Black Kids),0.9033574084430872
Virgin Suicide (Van She),Walking In Circles (Dead By Sunrise),0.9033566878856909
Take What You Take (Lily Allen),Banjo (Rascal Flatts),0.9033559031622355
Pärlor (Kent),Pogo (Shinichi Osawa Remix) (Digitalism),0.9033552899109677
Nothing (Why) (Dope),Contraband (Mad Caddies),0.9033550774248822
A Place in the Sun (Lit),Rational Eyes (Threat Signal),0.9033547720163966
For Your Entertainment (Adam Lambert),Turn Up the Music (Chris Brown),0.9033545024492657
Novelty Crosses (The Black Dahlia Murder),They Drew Their Swords (The Chariot),0.9033539966434561
The Concubine (Beirut),Fire and Rain (James Taylor),0.9033536379464833
Wouldnt Mama Be Proud? (Elliott Smith),Will You (P.O.D.),0.9033525883164663
Raindrops (Basement Jaxx),Your Love (The Outfield),0.9033520538757114
Touched (Vast),You Dont Know Her Name (Maps),0.9033515423354365
Someone Elses Bed (Hole),No Rest (Dry the River),0.9033507767524117
Settling Down (Jerry Cantrell),Im Not a Girl Not Yet a Woman (Britney Spears),0.9033487504582148
Tell You Now (Le Tigre),Thats Not My Name (The Ting Tings),0.9033485112724041
By the Way (Red Hot Chili Peppers),Whats The Point (Johnossi),0.9033483944923564
A Woman Left Lonely (Janis Joplin),Telephone Line (Electric Light Orchestra),0.9033471547989624
Machine Men (Bruce Dickinson),Limassol (Maxïmo Park),0.9033465973593607
As Lovers Go (Dashboard Confessional),When I Needed You (Supergrass),0.9033465831474432
Save (The Rocket Summer),North Atlantic vs. North Carolina (Memphis May Fire),0.903345733214393
Love The One Youre With (The Isley Brothers),Hoedown Throwdown (Miley Cyrus),0.9033451527319846
Advanced Corpse Tumor (Necrophagist),Film Critiques and Militia Men (The Red Chord),0.9033445663559377
Take Me Anywhere (Tegan and Sara),The Con (Tegan and Sara),0.9033443782221955
The Glow Of The Setting Sun (Nightrage),Kitty Litter (Placebo),0.903344328496575
Cursed Destiny (Penumbra),Alone Tonight (Above & Beyond),0.9033440597367853
Ella elle la (Kate Ryan),Jamaica (Van She),0.9033438459520232
Contraband (Mad Caddies),Camilla (Basshunter),0.9033438259384124
Best Kept Secret (Skillet),Join Me (Him),0.903343540408846
Daddys Little Defect (Sugarcult),Beer (Song) (Mustard Plug),0.9033428066716123
One More Murder (Better Than Ezra),As De Corazones (Chambao),0.9033427525372619
Cells (The Servant),Sick Of It (Evans Blue),0.9033423774619422
Nuit Silencieuse (Kaada/Patton),Colori (Fabrizio Paterlini),0.9033415844974498
Kristy Are You Doing Okay? (The Offspring),Speedin (Rick Ross),0.9033415284239174
Satin Sheets (Silverchair),you (High And Mighty Color),0.9033412978353704
The Broken Ones (Diva Destruction),Gay Porn (Валентин Стрыкало),0.9033412001714979
Spirit Never Die (Masterplan),Fall Into Sleep (Mudvayne),0.9033389719571541
We Call Upon the Author (Nick Cave & The Bad Seeds),Chocolate (Snow Patrol),0.9033373891701992
Separate Ways (Worlds Apart) (Journey),Break Myself (Something Corporate),0.9033361830546879
Pillow Of Your Bones (Chris Cornell),Best Beating Heart (Sing It Loud),0.9033352294560674
Ghetto (P.O.D.),Icarus (Bastille),0.9033348898672072
Youre Dead (Alkaline Trio),Assemble The Empire (Sparta),0.90333300600762
Wild Honey (U2),Sangria (Blake Shelton),0.9033313079636202
No More Will (Nevermore),Weve Got A Big Mess On Our Hands (The Academy Is...),0.90333007598149
Outsourcing Jehovah (Misery Index),System (Coma),0.9033300678910947
Need (Archive),spieglein spieglein (Gisbert zu Knyphausen),0.9033294155518745
What Happened To Us? (Hoobastank),Feel Good Drag (Anberlin),0.9033279597381095
Counterstrike (Sabaton),New Terrain (Mew),0.9033271750595615
Time Is Running Out (Muse),March On (Good Charlotte),0.9033258770737335
Leave This World Behind (Kreator),Infinity 2008 (Guru Josh Project),0.9033249709725555
Run Away (Live),Mystify (INXS),0.9033248844638212
24 (Jem),Breakeven (The Script),0.9033248541710653
Midnight Gathering (Wolfchant),Turning Point (Killswitch Engage),0.9033244035809532
Pogo (Shinichi Osawa Remix) (Digitalism),Wild Honey (U2),0.9033230032950171
Easy Lover (Phil Collins),"Boogie Wonderland (Earth, Wind & Fire)",0.9033226266706434
Penny on the Train Track (Ben Kweller),Virgin Suicide (Van She),0.9033225466385194
Its Not (Aimee Mann),Travelin On (Norah Jones),0.9033216683353447
Identity Crisis (Thrice),Feel Good Drag (Anberlin),0.9033210600602146
I Should Know (Dirty Vegas),Bad Up Your Betterness (The Presets),0.9033201791899119
Rescue (Echo & the Bunnymen),Top Ranking (Blonde Redhead),0.9033195217057043
We Dont Have To Take Our Clothes Off (Ella Eyre),What Is Love (Kiesza),0.9033177815850033
Convalescent (dredg),The Boy (The Smashing Pumpkins),0.9033176004409021
J.B.G. (Alizée),Chocolate (Snow Patrol),0.9033172044084476
Push It (Static-X),The Never-Ending Why (Placebo),0.9033169590936664
Headtrip (Sevendust),North Atlantic vs. North Carolina (Memphis May Fire),0.9033164554999543
Part II (Paramore),Congregation (Foo Fighters),0.9033159140284038
Underwater (Tegan and Sara),Citizen/Soldier (3 Doors Down),0.9033141757487464
Dirty Drowning Man (Primus),Youll Always Find Your Way Back Home (Hannah Montana),0.9033134014803347
Im Not the One (Sum 41),If It Bleeds We Can Kill It (Austrian Death Machine),0.9033117534275489
High On Life (DJ Encore),The Game (Disturbed),0.9033101894486312
The DNA Will Have Its Say (Some Girls),Sequoia Throne (Protest the Hero),0.9033084988123685
Thick As Thieves (Dashboard Confessional),We Are Not the Same (Good Shoes),0.9033083528419764
If You Had My Love (Jennifer Lopez),Baby I Love You (Ramones),0.9033075508881463
Shoot Me Again (Metallica),Weve Got A Big Mess On Our Hands (The Academy Is...),0.9033068406217759
Black Label (Lamb of God),Beyond the Permafrost (Skeletonwitch),0.9033065404529921
Washington (Palomar),Give It All (Rise Against),0.9033051207089912
Juneau (Funeral for a Friend),Amaranthine (Amaranthe),0.9033043841689665
I Feel Bad (Rascal Flatts),This Is My Now (Jordin Sparks),0.9033043326305493
Not to Touch the Earth (The Doors),Last Stand (Adelitas Way),0.9033039399729017
Never Alone (Dropkick Murphys),Before The Fall (The Hellacopters),0.9033025382631862
Let Go (the Last Chapter) (Sentenced),River of Brakelights (Julian Casablancas),0.9033024461522412
En himmelsk drog (Kent),Goofy Goober Rock (Spongebob Squarepants),0.9033016421370829
Come Cover Me (Nightwish),Im Waiting (The All-American Rejects),0.9033012702054233
Your Love Is Evil (Avantasia),Beach (Mew),0.9033003572459066
Outlaw Heart (Tiger Army),Get A Grip (Aerosmith),0.9032984668218845
Second Turn (Jonas Steur),Massive (Ralphie B),0.9032970024076028
Bring It On (Goose),Freak Me (Silk),0.9032956409548552
Standing on the Edge (Feeder),Make Me Bad (Korn),0.9032954580061631
New Model No. 15 (Marilyn Manson),Something I Call Personality (New Found Glory),0.9032949715212459
Positively 4th Street (Bob Dylan),One Night (Elvis Presley),0.9032943716298752
Trading Heartbeats (Every Avenue),Come On Sister (Belle and Sebastian),0.9032936470184911
You Better Pray (The Red Jumpsuit Apparatus),Self Inflicted (Katy Perry),0.9032924007582958
Can You Heal Me (Soil),You Guys Want One Of These? (The Flatliners),0.9032921082555647
Sterne (Juli),In Our Eyes (Niki & the Dove),0.9032912129733521
Exkremento (Tanzwut),Captivated (Absurd Minds),0.9032901057599027
Father and Son (Boyzone),Masterswarm (Andrew Bird),0.9032900628043488
Idols and Anchors (Parkway Drive),Room to Breathe (You Me at Six),0.9032893104099959
Blood Stained Bed Sheet Burden (It Dies Today),Swallowing Razorblades (Parkway Drive),0.9032882305661972
Hell Bent (Knights Of The Abyss),Never Forgive Never Forget (Arch Enemy),0.9032880652284223
Nobodys Diary (Yazoo),Little Bit (Lykke Li),0.9032878912256966
You Get Me (Michelle Branch),Kick Some Ass (Stroke 9),0.903287446729295
She Takes Me High (We the Kings),River of Brakelights (Julian Casablancas),0.903286172144834
Dunkler Engel (Saltatio Mortis),Ooh La (The Kooks),0.9032856978885019
Swallowtail (Elvenking),The Divided Heart (Elvenking),0.9032856706510672
Sun Ra (dEUS),Ruination (Job for a Cowboy),0.9032854879741349
Hes There (One Night Only),Plain Parade (The Cardigans),0.903285150476323
California Waiting (Kings of Leon),St. Elsewhere (Gnarls Barkley),0.9032828001168227
Angels or Devils (Dishwalla),It Is What It Is (Lifehouse),0.9032819445413836
Happy? (Mudvayne),Until The End (Breaking Benjamin),0.9032817790235561
Better Man (Pearl Jam),Photography (The Starting Line),0.903281534570333
Bath Of Least Resistance (NOFX),Suit Yourself (Shout Out Louds),0.9032811581980424
Bridge Of Destiny (Arch Enemy),Metalingus (Alter Bridge),0.9032797145294885
Gods Love (Bad Religion),You Can Have It All (Kaiser Chiefs),0.903279069083517
Eurotrash (Zeromancer),Death Dies Hard (Deathstars),0.9032787596102014
Five Minutes To Midnight (Boys Like Girls),Drop the Girl (Hit the Lights),0.9032784076829825
Kill (Jimmy Eat World),Leverage (Lyriel),0.9032781009683318
Looking For Love (September),Can You Keep A Secret? (The Cab),0.903277074890323
Broadway (Goo Goo Dolls),Macho Nachos (Mad Caddies),0.9032760859114092
New Thing (Fuel),Send Him Away (Franz Ferdinand),0.9032739068456714
Monster Mash (Misfits),Gave It All Away (Red),0.9032731356166022
Hate Me! (Children of Bodom),Makes No Difference (Sum 41),0.9032729376862867
Heavy Metal In The Night (Dream Evil),Scared (Three Days Grace),0.9032724679091304
Whos Going Home With You Tonight? (Trapt),Gravedigger (Architects),0.903269992025073
The Broken Ones (Diva Destruction),I Can Wait Forever (Simple Plan),0.9032698129998122
Charlie (Red Hot Chili Peppers),Like Callisto to a Star in Heaven (Trivium),0.9032690754490491
Henry (Peace Orchestra),Step Out (José González),0.9032690022327272
Let Go (the Last Chapter) (Sentenced),She Takes Me High (We the Kings),0.9032672636884066
Cursed Be Iron (Turisas),Godspeed (Anberlin),0.9032671029605247
Hey Now Girl (Phantom Planet),Louie Louie (The Kingsmen),0.9032650969786715
Just One (Hoobastank),Hot Water on Wool (Reprise) (Dance Gavin Dance),0.9032650862534876
Ghost In The Mirror (Memphis May Fire),Until The End (Breaking Benjamin),0.9032648652126
Close Call (Rilo Kiley),Come & Get It (Selena Gomez),0.9032648169015287
Good Luck (Basement Jaxx),Out Of My League (Fitz and the Tantrums),0.9032640039161896
Time Beyond Time (Ayreon),Fall Silent (Groove Armada),0.9032630024930771
Neon Rebels (Soilwork),Better Off Dead (New Found Glory),0.903259850294684
17 Year Locust (Rob Zombie),Suicide on My Mind (Angtoria),0.903259605041952
Soma (The Strokes),Leave the Pieces (The Wreckers),0.9032595129817383
Outlaw Torn (Metallica),Refuse To Be Denied (Anthrax),0.903258959902041
Blue Eyes Crying in the Rain (Willie Nelson),Lady Stardust (Seu Jorge),0.9032581102416206
Get Up Again (Flaw),Love Train (Wolfmother),0.9032574102519015
Pictures Of Shorelines (Further Seems Forever),I Fucking Hate You (Godsmack),0.9032550963443458
Swallowtail (Elvenking),Message to the World (Story of the Year),0.903255018803358
Bullet Theory (Funeral for a Friend),Threadbare (Stone Sour),0.9032543477420638
When Goodbye Means Forever (I Killed the Prom Queen),Death To All But Metal (Steel Panther),0.9032531577472427
I Surrender Dear (Thelonious Monk),Dedicated To You (Freddie Hubbard),0.9032529854172913
New Model No. 15 (Marilyn Manson),Indiscrete (Qntal),0.9032520189214259
Thirteen Autumns and a Widow (Cradle of Filth),Our Lady of Sorrows (My Chemical Romance),0.9032507439238452
Undead Son (Tarot),200 Years (Dry Kill Logic),0.9032504089139617
The Headless Game (Edguy),Stevie (Kasabian),0.903249778605202
White Willow (Elvenking),A Fire In Babylon (Shadows Fall),0.9032488508417937
Rumor Has It (Clay Walker),How Do You Like Me Now?! (Toby Keith),0.9032480430708086
Immortal Love (To/Die/For),Smokin In The Boys Room (Mötley Crüe),0.9032462080573873
Cursed Be Iron (Turisas),Behind These Eyes (Eyes Set to Kill),0.9032457685186359
Reasons To Be Beautiful (Hole),The Glow Of The Setting Sun (Nightrage),0.9032453953345454
High Anxiety (The Suicide Machines),In My House (Mary Jane Girls),0.9032450347097329
Unite (Beastie Boys),Vergüenza (Ska-P),0.9032446277178594
To The End Of The World (Dragonland),Late Again (MxPx),0.9032429287583141
Pretty In Casts (Pig Destroyer),The DNA Will Have Its Say (Some Girls),0.9032428522297724
Heavy Metal In The Night (Dream Evil),You Better Pray (The Red Jumpsuit Apparatus),0.903241279755496
Feels Just Like It Should (Jamiroquai),Mad Dogs And Englishmen (Late of the Pier),0.9032411407431633
Crazy For This Girl (Evan and Jaron),I Could Care Less (DevilDriver),0.9032395772043396
Spirit Never Die (Masterplan),Living With Scars (Paradise Lost),0.9032391078658148
Dumpweed (blink-182),Deep Silent Complete (Nightwish),0.9032387127585335
O Valencia! (The Decemberists),Dont Wake Me (Skillet),0.903238507568653
Kill (Jimmy Eat World),Rainbow Box (Riverside),0.9032385051930931
Dobermann (Dark Tranquillity),43% Burnt (The Dillinger Escape Plan),0.9032373378307919
How Can I Live (Ill Niño),Straight Jacket Fashion (Chevelle),0.9032369347935781
Du Löst Dich Auf (Fotos),Sugar Were Goin Down (Fall Out Boy),0.9032343493059134
The First Single (The Format),Solow (Ohgr),0.903234250364405
Bargain Basement Howard Hughes (Jerry Cantrell),Serpents Kiss (Symphony X),0.903233928731574
Ursa Minor (At the Drive-In),Dead Living (Sugarcult),0.9032338944421214
Morning Theft (Jeff Buckley),Merge (Grizzly Bear),0.9032338466568158
Preacher Crawling (Pig Destroyer),Human Disaster (The Acacia Strain),0.9032331738288875
Black History Month (Josh Homme Remix) (Death from Above 1979),Celestica (Crystal Castles),0.9032324710414884
Colourless Colour (La Roux),Nah Neh Nah (Vaya Con Dios),0.9032317833168891
Action & Action (The Get Up Kids),Only One (Yellowcard),0.9032316006392505
Have You Forgotten? (Darryl Worley),Hard To Love (The Drums),0.9032315181185976
You Only Tell Me You Love Me When Youre Drunk (Pet Shop Boys),Jackson Cannery (Ben Folds Five),0.9032315105199836
Loose Lips Sink Ships (A Change of Pace),Watercolour (Pendulum),0.9032314644193585
Cyberworld (Halford),The Great Fear (Impending Doom),0.9032310906298557
All I Ever Wanted (Shinedown),Death (White Lies),0.9032306078237815
Not the Same (Bodyjar),Forbidden (Miss May I),0.9032305692951133
Kill (Jimmy Eat World),You Fight Me (Breaking Benjamin),0.9032301874092962
Es Fehlte Was Im 2ten Karton (Turbostaat),Burn With Me (Amaranthe),0.9032294898184771
New York City Boy (Pet Shop Boys),Louie Louie (The Kingsmen),0.9032273365528195
Bitter Sweet Symphony (The Verve),Nightquest (Nightwish),0.9032272855312147
Cheer Up (Reel Big Fish),Another Way Out (Hollywood Undead),0.9032260389589435
Dark Horse (Katy Perry),Break Free (Ariana Grande),0.9032257581911072
When Everything Falls (Haste the Day),Blue Dream (Dance Gavin Dance),0.9032234600345695
Jenny & the Ess-Dog (Stephen Malkmus),Same Flesh (Amorphis),0.9032224004150663
Przeczekajmy Noc (Republika),Heres To The Night (EVE 6),0.9032218080818297
