index,name,artist,spotify_preview_url,tags,year,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,speed,song
12613,Santa Monica Dream,Angus & Julia Stone,https://p.scdn.co/mp3-preview/cf80addd514345ead93e5dafb8b2d1f56ba18462?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'folk', 'singer songwriter', 'acoustic', 'guitar']",2010,0.621,0.261,0.5738830769230769,Major,0.034,0.91,0.06,0.109,0.0702,0.550340238098485,Santa Monica Dream (Angus & Julia Stone)
48295,Islands (The Blue Nile remix),The xx,https://p.scdn.co/mp3-preview/0c21081ca80fc78105199f284ecb25741d680067?cid=774b29d4f13844c495f206cafdad9c86,,2010,0.771,0.452,0.6184369230769231,Major,0.035,0.654,0.0237,0.111,0.931,0.5638679412526763,Islands (The Blue Nile remix) (The xx)
22083,All The Above,Maino,https://p.scdn.co/mp3-preview/288e06bbb93bf51788ca9e97907ecbde59e135ab?cid=774b29d4f13844c495f206cafdad9c86,"['rap', 'love']",2010,0.499,0.725,0.653563076923077,Major,0.103,0.0888,0.0,0.364,0.422,0.678848872464124,All The Above (Maino)
28577,Dont Talk To Me About Love,Altered Images,https://p.scdn.co/mp3-preview/6cb74673180961764a66c965b8af49a9878cecf8?cid=774b29d4f13844c495f206cafdad9c86,"['pop', '80s', 'new wave']",2010,0.609,0.693,0.7279507692307693,Major,0.0361,0.0152,0.187,0.152,0.755,0.5573859168246262,Dont Talk To Me About Love (Altered Images)
21801,En etsi valtaa loistoa,Tarja,https://p.scdn.co/mp3-preview/861057cb574f60d695ed170c8c095cfbe008749f?cid=774b29d4f13844c495f206cafdad9c86,"['classical', 'symphonic metal']",2010,0.285,0.154,0.5693538461538461,Major,0.0345,0.988,0.00137,0.105,0.236,0.3719663807484784,En etsi valtaa loistoa (Tarja)
21268,Alley Cats,Hot Chip,https://p.scdn.co/mp3-preview/e803073bb4f07045938933dc67e1e4d7a80d1abe?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'british', 'chillout', 'electro', 'male vocalists', 'love', 'synthpop', 'chill']",2010,0.734,0.526,0.7146584615384616,Major,0.0492,0.465,0.000251,0.11,0.592,0.5724545781002123,Alley Cats (Hot Chip)
47368,Yours Alone,Dum Dum Girls,https://p.scdn.co/mp3-preview/6cfb8da51a79725abbbdfa95ee7ad4760b559782?cid=774b29d4f13844c495f206cafdad9c86,,2010,0.307,0.957,0.8027323076923076,Minor,0.0657,0.0713,0.394,0.337,0.465,0.836476615165028,Yours Alone (Dum Dum Girls)
1874,The Go Getter,The Black Keys,https://p.scdn.co/mp3-preview/2f3c963d1471a7897e685e1ab5a9ef65c52eef3b?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'indie rock', 'blues', 'blues rock']",2010,0.637,0.717,0.7369353846153845,Major,0.0682,0.165,0.000768,0.0786,0.736,0.727882250798889,The Go Getter (The Black Keys)
4785,Comin Through,The War on Drugs,https://p.scdn.co/mp3-preview/ac5cc955228d97ca8c6c7739225a971eb899f9b3?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'indie', 'indie rock']",2010,0.53,0.724,0.7333169230769231,Minor,0.0359,0.29,0.00842,0.173,0.493,0.5411263085643634,Comin Through (The War on Drugs)
1906,California English,Vampire Weekend,https://p.scdn.co/mp3-preview/7f00dce5f8103b3477620bab7ee080b3c62cc1c9?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'electronic', 'alternative', 'indie', 'pop', 'alternative rock', 'indie rock', 'american', 'indie pop']",2010,0.608,0.643,0.7076923076923077,Major,0.32,0.0845,4.42e-06,0.369,0.67,0.7473146872855045,California English (Vampire Weekend)
6299,OMG,Usher,https://p.scdn.co/mp3-preview/42708e8ee4fde51bbc5130da46fe73ba1591d2ea?cid=774b29d4f13844c495f206cafdad9c86,"['pop', 'dance', 'soul', 'hip hop', 'rnb']",2010,0.782,0.702,0.7444676923076923,Minor,0.0349,0.206,6.89e-06,0.362,0.319,0.5908506179742083,OMG (Usher)
15552,Remnants,Disturbed,https://p.scdn.co/mp3-preview/c9c7812d11213c11589e48252c8f83f4de1a74f6?cid=774b29d4f13844c495f206cafdad9c86,"['metal', 'hard rock', 'instrumental', 'heavy metal', 'nu metal']",2010,0.167,0.399,0.7217476923076923,Major,0.0303,0.012,0.873,0.264,0.0388,0.454828108167078,Remnants (Disturbed)
32480,Stop Trying,Sia,https://p.scdn.co/mp3-preview/37c3d12b6349ab589f5fa66d87eff8e69dec1ff8?cid=774b29d4f13844c495f206cafdad9c86,"['alternative', 'indie', 'pop', 'female vocalists', 'indie pop']",2010,0.504,0.784,0.840763076923077,Minor,0.0362,0.00293,0.0,0.125,0.927,0.9087016405067434,Stop Trying (Sia)
40962,För sent för edelweiss,Håkan Hellström,https://p.scdn.co/mp3-preview/8a88370c05fe42b97549d744458ee7f912e4c844?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie rock', 'indie pop', 'swedish']",2010,0.431,0.618,0.7887753846153845,Major,0.0282,0.726,0.00011,0.135,0.433,0.41957698654048087,För sent för edelweiss (Håkan Hellström)
41273,Picture Perfect,Every Avenue,https://p.scdn.co/mp3-preview/e5f43bad82094849efb3e63214214abef0f38051?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'screamo']",2010,0.519,0.931,0.8517661538461538,Major,0.106,0.00148,0.0,0.277,0.722,0.6363611569459029,Picture Perfect (Every Avenue)
31580,The Bells Sketch,James Blake,https://p.scdn.co/mp3-preview/d62bf401902b6c4e8ca9933ee251e4015dd4a3c6?cid=774b29d4f13844c495f206cafdad9c86,"['british', 'techno', 'downtempo']",2010,0.322,0.484,0.6774892307692307,Minor,0.31,0.162,0.153,0.362,0.164,0.3176510161686963,The Bells Sketch (James Blake)
28533,Perfect Way,Scritti Politti,https://p.scdn.co/mp3-preview/11aff41eb9b27eafc5f6475922b2985c36fd63dc?cid=774b29d4f13844c495f206cafdad9c86,"['pop', '80s', 'new wave']",2010,0.657,0.869,0.6041353846153846,Major,0.0473,0.0885,0.24,0.463,0.87,0.47549240203097376,Perfect Way (Scritti Politti)
34473,Cataclysm,Iced Earth,https://p.scdn.co/mp3-preview/0f1c20633515e45f1a018466ea1ae1885e643c8c?cid=774b29d4f13844c495f206cafdad9c86,"['heavy metal', 'power metal']",2010,0.184,0.55,0.39926153846153845,Major,0.14,0.157,0.85,0.11,0.0374,0.37932570581791236,Cataclysm (Iced Earth)
18597,Recreant,Chelsea Grin,https://p.scdn.co/mp3-preview/2eb0ce3bd6dd64367e87025ace9df61d36e261db?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'hardcore', 'metalcore', 'grindcore']",2010,0.517,0.943,0.8007138461538461,Major,0.181,0.00092,0.0089,0.124,0.163,0.5678862509261658,Recreant (Chelsea Grin)
12653,Força,Nelly Furtado,https://p.scdn.co/mp3-preview/26d34bb20a43e7e9355839431f1f6fa7fdfa8bbc?cid=774b29d4f13844c495f206cafdad9c86,"['pop', 'folk', '00s']",2010,0.652,0.865,0.7908676923076923,Major,0.0347,0.173,0.0253,0.125,0.511,0.5587223229830041,Força (Nelly Furtado)
39064,krYlon,Autechre,https://p.scdn.co/mp3-preview/abf658473b384db3c2521513dce3b1e5d99bab14?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'ambient', 'idm']",2010,0.159,0.328,0.5853784615384615,Minor,0.0291,0.803,0.715,0.122,0.0546,0.30591882468987647,krYlon (Autechre)
28617,Learn to Lose,Hockey,https://p.scdn.co/mp3-preview/92804947e7fb303ec1a99719930481e72827ffc0?cid=774b29d4f13844c495f206cafdad9c86,"['alternative', 'indie', 'indie rock', 'dance', 'new wave', 'american']",2010,0.537,0.923,0.8175753846153846,Major,0.0451,0.00096,0.0,0.361,0.701,0.5673225966280746,Learn to Lose (Hockey)
40691,Il cielo in una stanza,Mike Patton,https://p.scdn.co/mp3-preview/83d049ed65c067dec45c6ec564172fef454ef98e?cid=774b29d4f13844c495f206cafdad9c86,"['pop', 'cover', 'avant garde']",2010,0.387,0.472,0.5703876923076924,Major,0.0377,0.0368,0.0119,0.303,0.418,0.4237953025778093,Il cielo in una stanza (Mike Patton)
20756,Sex Machine,James Brown,https://p.scdn.co/mp3-preview/8e29acb381d4b7033878fc09fba086d5cedfa1bf?cid=774b29d4f13844c495f206cafdad9c86,"['soul', 'funk', '70s']",2010,0.787,0.759,0.7730215384615384,Minor,0.0677,0.0957,2.87e-06,0.291,0.813,0.49218838781233953,Sex Machine (James Brown)
41502,Cornerstone Of Misery,The Amity Affliction,https://p.scdn.co/mp3-preview/46bcb891e86cd460eaafc429b85ff7f18c5179fa?cid=774b29d4f13844c495f206cafdad9c86,"['alternative', 'metal', 'hardcore', 'metalcore', 'post hardcore', 'screamo']",2010,0.332,0.97,0.8154830769230769,Minor,0.0983,0.000277,0.0,0.172,0.335,0.40427195410763067,Cornerstone Of Misery (The Amity Affliction)
26244,Until the Last,The Album Leaf,https://p.scdn.co/mp3-preview/3819d2fde6bd2793020d44f796bdb496b7a769fb?cid=774b29d4f13844c495f206cafdad9c86,"['ambient', 'instrumental', 'post rock', 'american']",2010,0.529,0.597,0.7217723076923077,Major,0.029,0.244,0.898,0.101,0.0744,0.5453582613992263,Until the Last (The Album Leaf)
1690,Holding Out for a Hero,Bonnie Tyler,https://p.scdn.co/mp3-preview/2e9e50fa0ba3ee5658a5d174d3959a257f9a2738?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'pop', 'female vocalists', '80s', 'soundtrack']",2010,0.588,0.885,0.7594338461538461,Minor,0.0654,0.00239,0.00246,0.0862,0.928,0.6774351911197175,Holding Out for a Hero (Bonnie Tyler)
44034,sign,Indios Bravos,https://p.scdn.co/mp3-preview/23d74afc19b67d515c59d3051afdb2328a1bdf3b?cid=774b29d4f13844c495f206cafdad9c86,"['reggae', 'polish']",2010,0.473,0.795,0.7519753846153846,Minor,0.0687,0.243,1.51e-06,0.721,0.652,0.5354806743850942,sign (Indios Bravos)
32014,Reminiscing,Little River Band,https://p.scdn.co/mp3-preview/def7019f0de382c82cb4614bf2c465825ba084d6?cid=774b29d4f13844c495f206cafdad9c86,"['classic rock', '70s']",2010,0.586,0.545,0.6437169230769231,Major,0.0301,0.701,0.000188,0.381,0.439,0.440314009991227,Reminiscing (Little River Band)
6874,We Belong,Pat Benatar,https://p.scdn.co/mp3-preview/8842f3a264ece1cc58f093c35d2d74db082a3ab9?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'female vocalists', 'classic rock', '80s']",2010,0.71,0.543,0.7483815384615384,Major,0.041,0.402,0.0,0.263,0.344,0.6146513752710313,We Belong (Pat Benatar)
34709,Show Me What Im Looking For,Carolina Liar,https://p.scdn.co/mp3-preview/e168572bc5a20ff15f619a9aa06a602694be2f56?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'alternative rock', 'male vocalists', 'love']",2010,0.447,0.775,0.8041353846153846,Major,0.0363,0.00931,0.0,0.107,0.323,0.4778333856077239,Show Me What Im Looking For (Carolina Liar)
11398,Coming home,Röyksopp,https://p.scdn.co/mp3-preview/1fd8b3ff5dc493e58050747e30d5258f60f50491?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'ambient', 'instrumental', 'chillout', 'downtempo']",2010,0.25,0.339,0.5239384615384616,Major,0.0284,0.832,0.91,0.0832,0.229,0.3641388589636943,Coming home (Röyksopp)
40392,My Chariot,The Depreciation Guild,https://p.scdn.co/mp3-preview/4bd673a04742bd0c5a0de61892f7cf8fefb4190b?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'noise']",2010,0.484,0.845,0.7337353846153846,Major,0.0358,0.00818,0.609,0.0913,0.582,0.42624538053483524,My Chariot (The Depreciation Guild)
3580,Somebodys Calling Me,LCD Soundsystem,https://p.scdn.co/mp3-preview/bdc01cbd21a787d6a1220b4c5b5c0e4b9a11a4bc?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'punk', 'dance', 'chillout', 'american', 'electro', 'mellow']",2010,0.466,0.285,0.6099938461538461,Major,0.0331,0.00444,0.728,0.0991,0.433,0.3998036301155036,Somebodys Calling Me (LCD Soundsystem)
11847,Cards & Quarters,Local Natives,https://p.scdn.co/mp3-preview/72657a0761e1383163bca1218ba386e7cd9f154f?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'experimental', 'folk', 'indie rock', 'american', 'indie pop', '00s', 'chill']",2010,0.621,0.424,0.6676923076923077,Minor,0.0284,0.0318,0.276,0.0991,0.553,0.335542494533917,Cards & Quarters (Local Natives)
16512,Kiss of Death,Watain,https://p.scdn.co/mp3-preview/371f9fa74ef085ae97fa9c3fed561eac2f4c4a75?cid=774b29d4f13844c495f206cafdad9c86,['black metal'],2010,0.168,0.88,0.7383384615384616,Major,0.067,1.56e-05,0.925,0.508,0.135,0.5794684376321065,Kiss of Death (Watain)
39200,The Stalker,Piebald,https://p.scdn.co/mp3-preview/2d993fdd2ff616397ba3281a69f858105aa68348?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'metal', 'alternative rock', 'classic rock', 'indie pop', 'emo', 'grunge', 'idm']",2010,0.452,0.788,0.7473969230769231,Major,0.0839,0.000143,3.05e-06,0.0967,0.646,0.6306155195847141,The Stalker (Piebald)
34035,Rust Never Sleeps,Kalmah,https://p.scdn.co/mp3-preview/af782f50cae6e919d9bc3a1e3c33a6918ee4575d?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'melodic death metal', 'power metal']",2010,0.246,0.953,0.836036923076923,Minor,0.161,2.42e-05,0.898,0.0631,0.144,0.9092925683999037,Rust Never Sleeps (Kalmah)
2883,Your Biggest Mistake,Ellie Goulding,https://p.scdn.co/mp3-preview/693a53ccdd1778fbd34379e322a0f9080424a957?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'pop', 'female vocalists', 'dance', 'british']",2010,0.571,0.873,0.7713969230769231,Major,0.0279,0.0921,0.0,0.0945,0.581,0.559072334119722,Your Biggest Mistake (Ellie Goulding)
49317,Oursoul,Hindi Zahra,https://p.scdn.co/mp3-preview/b53e67a4d40a2cd798bfc342cf249839baccf027?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'jazz', 'soul', 'downtempo']",2010,0.691,0.516,0.7048369230769231,Major,0.0563,0.923,0.000843,0.722,0.659,0.5287395508038892,Oursoul (Hindi Zahra)
37369,Tear The World Down,We Are the Fallen,https://p.scdn.co/mp3-preview/09bdef7d13be38023f7ed0fbae8005ed3890e04f?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'female vocalists', 'alternative rock', 'gothic metal', 'gothic', 'symphonic metal']",2010,0.2,0.856,0.7990646153846155,Minor,0.074,0.0748,0.00213,0.101,0.0622,0.4112994504370594,Tear The World Down (We Are the Fallen)
13835,Contagious Chemistry,You Me at Six,https://p.scdn.co/mp3-preview/b1246325542fda1aaa1fc3d1c9e3cd3665341265?cid=774b29d4f13844c495f206cafdad9c86,['punk'],2010,0.319,0.816,0.7914338461538462,Minor,0.0503,0.00819,0.0,0.299,0.345,0.7826385384989523,Contagious Chemistry (You Me at Six)
35151,Valkyrie in the Roller Disco,The New Pornographers,https://p.scdn.co/mp3-preview/bc2d0a1c8a0fcd1e1917581be137a4d6def86724?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie rock', 'indie pop', 'post hardcore']",2010,0.61,0.34,0.6384492307692307,Major,0.031,0.492,2.44e-06,0.081,0.23,0.354434004718332,Valkyrie in the Roller Disco (The New Pornographers)
32632,First of May,Bee Gees,https://p.scdn.co/mp3-preview/c589e5db154f46c9a7514f70602242603fdfbabc?cid=774b29d4f13844c495f206cafdad9c86,"['pop', '60s', 'oldies']",2010,0.283,0.349,0.6842830769230769,Major,0.0305,0.362,1.62e-05,0.0932,0.306,0.5951643915942779,First of May (Bee Gees)
48354,Memories of 3rd Base,Skream,https://p.scdn.co/mp3-preview/e3b1763f5d58b6fe95a83ab2e768795f1874d55f?cid=774b29d4f13844c495f206cafdad9c86,,2010,0.768,0.345,0.6950646153846154,Major,0.0653,0.000564,0.498,0.115,0.0825,0.6364611601278223,Memories of 3rd Base (Skream)
24991,Sequoia Throne,Protest the Hero,https://p.scdn.co/mp3-preview/1e7a3cda8cdb4c20b07dc2c711de6d3b86f17e3b?cid=774b29d4f13844c495f206cafdad9c86,"['metalcore', 'progressive metal', 'post hardcore']",2010,0.17,0.93,0.7533538461538462,Minor,0.168,0.000753,0.881,0.396,0.0953,0.6793079779811176,Sequoia Throne (Protest the Hero)
29841,Trashcan,Delta Spirit,https://p.scdn.co/mp3-preview/52f69f3a65c773f72a85b2d80908af57fc2080bc?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'indie', 'piano']",2010,0.573,0.948,0.7445169230769231,Major,0.0453,0.181,0.0164,0.299,0.871,0.37270731341451774,Trashcan (Delta Spirit)
18528,Unto Others,At the Gates,https://p.scdn.co/mp3-preview/6e807b8c3f95069c15febe5edea8878ec4d9eed7?cid=774b29d4f13844c495f206cafdad9c86,"['death metal', 'thrash metal', 'melodic death metal']",2010,0.241,0.972,0.7398153846153847,Minor,0.157,5.55e-05,0.0434,0.572,0.132,0.35672953230330057,Unto Others (At the Gates)
49657,His Leaf Shall Not Wither,Orphaned Land,https://p.scdn.co/mp3-preview/0d37367fe62da74527852ffd2ce1d423204098bc?cid=774b29d4f13844c495f206cafdad9c86,['progressive metal'],2010,0.424,0.227,0.5947569230769231,Major,0.0358,0.901,2.48e-05,0.162,0.145,0.5473174146450115,His Leaf Shall Not Wither (Orphaned Land)
23599,Leaving Blues,Bombay Bicycle Club,https://p.scdn.co/mp3-preview/12fa8428f108b8c4a86793bc27a0d09df41be63b?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'british', 'blues', 'acoustic', 'indie pop']",2010,0.427,0.273,0.5563815384615385,Major,0.0318,0.922,0.0139,0.109,0.185,0.5994145268258535,Leaving Blues (Bombay Bicycle Club)
3382,Lalibela,Caribou,https://p.scdn.co/mp3-preview/b15dcb5173ee418fbb977a45d4137f90739a124c?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'experimental', 'dance', 'psychedelic', 'techno', 'beautiful', 'idm']",2010,0.605,0.229,0.5497107692307692,Minor,0.213,0.231,0.778,0.185,0.171,0.5383353106689759,Lalibela (Caribou)
2244,Dance Yrself Clean,LCD Soundsystem,https://p.scdn.co/mp3-preview/1fee1a25077587b659573aeb878a66981c7c3926?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'dance', 'electro']",2010,0.739,0.611,0.6717538461538461,Major,0.0622,0.00557,0.725,0.04,0.794,0.4454869018559682,Dance Yrself Clean (LCD Soundsystem)
46724,Bereft In The Abyss,Orphaned Land,https://p.scdn.co/mp3-preview/1009c85366691c035b9608cc7faa777e3eef2052?cid=774b29d4f13844c495f206cafdad9c86,"['acoustic', 'progressive metal']",2010,0.608,0.341,0.63552,Minor,0.0309,0.78,0.425,0.134,0.537,0.5456355429490939,Bereft In The Abyss (Orphaned Land)
38945,Treale,Autechre,https://p.scdn.co/mp3-preview/a65f5f4636e246e5d556a905ce0eafb7ef10b021?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'idm']",2010,0.582,0.631,0.6866215384615384,Major,0.0356,0.075,0.946,0.102,0.501,0.4045401444591419,Treale (Autechre)
18011,Thin Air,Anathema,https://p.scdn.co/mp3-preview/270ab985831ad11784579ba11aeedb23ab133f35?cid=774b29d4f13844c495f206cafdad9c86,['progressive rock'],2010,0.442,0.754,0.7029907692307692,Minor,0.0302,0.000992,0.0267,0.339,0.124,0.6318473769619943,Thin Air (Anathema)
20022,Song For The Broken,Close Your Eyes,https://p.scdn.co/mp3-preview/5b491e4f6c7adedd6412e5a674cc4b0c36c3421a?cid=774b29d4f13844c495f206cafdad9c86,"['hardcore', 'post hardcore']",2010,0.527,0.878,0.7956430769230769,Minor,0.0467,2.03e-05,0.00375,0.191,0.445,0.5863232011927653,Song For The Broken (Close Your Eyes)
1173,Animal,Neon Trees,https://p.scdn.co/mp3-preview/5ed8fa77c9cdfcc37ec086397ea3350dc5f2a841?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'indie', 'pop', 'alternative rock', 'indie rock', 'dance', 'love']",2010,0.482,0.829,0.7764430769230769,Major,0.0437,0.00034,0.0,0.378,0.739,0.6727032223752575,Animal (Neon Trees)
33170,Redemption Day,Johnny Cash,https://p.scdn.co/mp3-preview/b9008ea4e5712ad8e54eea7a7da56b08921447c5?cid=774b29d4f13844c495f206cafdad9c86,"['country', 'cover']",2010,0.471,0.266,0.6149415384615384,Minor,0.0333,0.903,7.07e-05,0.101,0.353,0.41902242344074586,Redemption Day (Johnny Cash)
42177,In The Woods,NORA&LEO,https://p.scdn.co/mp3-preview/153890cb4d27173478e3c8395c2aeeacf2608c5a?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'electronic', 'alternative', 'indie', 'pop', 'female vocalists', 'alternative rock', 'experimental', 'folk', 'punk', 'indie rock', 'singer songwriter', 'dance', '80s', 'progressive rock', 'soul', 'chillout', 'rap', 'soundtrack', 'punk rock', 'acoustic', 'psychedelic', 'post rock', 'german', 'hip hop', 'funk', 'house', 'trip hop', 'techno', 'electro', 'indie pop', 'downtempo', 'synthpop', 'russian', 'guitar', 'idm', 'cover', 'chill', 'ska']",2010,0.493,0.555,0.734523076923077,Minor,0.085,0.741,3.47e-06,0.296,0.0922,0.4773333696981268,In The Woods (NORA&LEO)
47628,Light Up the Night,The Besnard Lakes,https://p.scdn.co/mp3-preview/a91cfdf3ea083355555d91863f64130c6d565949?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie rock']",2010,0.185,0.508,0.7780676923076923,Minor,0.036,0.615,5.03e-05,0.0784,0.0353,0.5021568868100349,Light Up the Night (The Besnard Lakes)
11197,Erlas Waltz,Ólafur Arnalds,https://p.scdn.co/mp3-preview/6c1e8f9fa186d48fb41eaee9d6691e423201b0c5?cid=774b29d4f13844c495f206cafdad9c86,"['ambient', 'instrumental', 'classical', 'piano']",2010,0.443,0.11,0.45602461538461536,Minor,0.0955,0.996,0.959,0.0882,0.152,0.30219597896296696,Erlas Waltz (Ólafur Arnalds)
12157,In Illusions Of Order,Red Sparowes,https://p.scdn.co/mp3-preview/8a9bdb638f0050159ac3bca4243c7bbdafaf79b4?cid=774b29d4f13844c495f206cafdad9c86,"['experimental', 'instrumental', 'post rock']",2010,0.252,0.646,0.7422523076923077,Minor,0.0315,0.0225,0.865,0.107,0.193,0.6582709449846131,In Illusions Of Order (Red Sparowes)
11943,Mondegreen,Yeasayer,https://p.scdn.co/mp3-preview/fb0e0f241ba1b5d5a4e47409ac84a4f16a07466d?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'indie', 'experimental', 'folk', 'indie rock', 'psychedelic', 'american', 'electro', 'indie pop']",2010,0.541,0.98,0.7658338461538462,Minor,0.207,0.0281,0.0,0.323,0.212,0.5317169182655812,Mondegreen (Yeasayer)
9452,Come On-A My House,Rosemary Clooney,https://p.scdn.co/mp3-preview/7fdfbe675d2c022daa3aa5c29b8fbe45073550a7?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'jazz', 'oldies']",2010,0.568,0.641,0.6997661538461538,Minor,0.101,0.781,0.0,0.261,0.963,0.8182623992581582,Come On-A My House (Rosemary Clooney)
40810,Heavy Storm,First Aid Kit,https://p.scdn.co/mp3-preview/a7f987636861f0f3c37a7081fe9b2464f1957c32?cid=774b29d4f13844c495f206cafdad9c86,"['female vocalists', 'folk', 'swedish']",2010,0.55,0.484,0.7743507692307692,Major,0.0312,0.819,0.0,0.111,0.248,0.51912560854209,Heavy Storm (First Aid Kit)
2482,Mowglis Road,Marina & the Diamonds,https://p.scdn.co/mp3-preview/768ae8a575d10403583f35a21d7be86e41b578f7?cid=774b29d4f13844c495f206cafdad9c86,"['electronic', 'alternative', 'indie', 'pop', 'female vocalists', 'british', 'indie pop', '00s']",2010,0.621,0.808,0.7467815384615385,Minor,0.0454,0.00639,0.000127,0.503,0.678,0.6642620447014224,Mowglis Road (Marina & the Diamonds)
14024,Sweetest Kill,Broken Social Scene,https://p.scdn.co/mp3-preview/11bba415144bcef31516aabb7038e144e8914935?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie rock', 'love', 'beautiful', 'mellow', 'chill']",2010,0.702,0.386,0.60736,Major,0.0315,0.0982,0.809,0.0938,0.669,0.3998354493097508,Sweetest Kill (Broken Social Scene)
45884,Risky Nap Under Blue Tree,Cell,https://p.scdn.co/mp3-preview/d64c46f7b06006245b2c7ca0555e27e27b2874b7?cid=774b29d4f13844c495f206cafdad9c86,"['ambient', 'new age']",2010,0.401,0.186,0.34358153846153844,Minor,0.0362,0.56,0.929,0.0821,0.0339,0.4545371898196761,Risky Nap Under Blue Tree (Cell)
36089,Love Potion No. 9,The Clovers,https://p.scdn.co/mp3-preview/173dd1ce28bbbfd9ece79c90f1e0b41cbdda2c87?cid=774b29d4f13844c495f206cafdad9c86,['oldies'],2010,0.754,0.498,0.6550400000000001,Major,0.136,0.655,0.0,0.223,0.793,0.5867732155114027,Love Potion No. 9 (The Clovers)
34405,When The Link Becomes Missing,Control Denied,https://p.scdn.co/mp3-preview/53d2d47466525fc7d512d1856ba088ef41311d89?cid=774b29d4f13844c495f206cafdad9c86,"['progressive metal', 'power metal']",2010,0.315,0.992,0.7151261538461539,Major,0.097,0.000414,0.691,0.17,0.0855,0.44270044955975874,When The Link Becomes Missing (Control Denied)
48333,Heavy Machinery,Scuba,https://p.scdn.co/mp3-preview/c47eb5ff4cb7a79c3e3a72a0bb62bf3a4b45d97d?cid=774b29d4f13844c495f206cafdad9c86,,2010,0.973,0.437,0.6319261538461539,Major,0.319,0.167,0.855,0.379,0.392,0.5682180796661712,Heavy Machinery (Scuba)
45114,Chaingang,Black Sun Empire,https://p.scdn.co/mp3-preview/c1916a0ef398ea34c94a7e949dc39165d189433d?cid=774b29d4f13844c495f206cafdad9c86,['drum and bass'],2010,0.571,0.96,0.8385476923076923,Minor,0.159,0.00113,0.785,0.121,0.401,0.7910842617719654,Chaingang (Black Sun Empire)
31820,Time Xone,These New Puritans,https://p.scdn.co/mp3-preview/4fa80066c043957c7d646628a7f4470df275d977?cid=774b29d4f13844c495f206cafdad9c86,"['indie', 'indie rock', 'post punk']",2010,0.138,0.0667,0.3727507692307693,Major,0.0402,0.986,0.917,0.111,0.0399,0.7765065252076202,Time Xone (These New Puritans)
14405,Blame Game,Kanye West,https://p.scdn.co/mp3-preview/8c43ab646501712a91b1a4e3ff2be879b6a704de?cid=774b29d4f13844c495f206cafdad9c86,"['rap', 'hip hop']",2010,0.571,0.582,0.7680246153846154,Minor,0.0475,0.295,7.4e-05,0.113,0.683,0.38733959716900085,Blame Game (Kanye West)
21947,The Mother,Nick Cave & Warren Ellis,https://p.scdn.co/mp3-preview/a76f9e1f27b8f1f9d1e2c594f77c394ff897dc5c?cid=774b29d4f13844c495f206cafdad9c86,"['classical', 'soundtrack']",2010,0.135,0.0865,0.4622769230769231,Major,0.0383,0.903,0.92,0.11,0.0897,0.45774638283945396,The Mother (Nick Cave & Warren Ellis)
44022,Wyznanie,Myslovitz,https://p.scdn.co/mp3-preview/3356c728d6074edbbdba1953f94f295253b941f2?cid=774b29d4f13844c495f206cafdad9c86,"['rock', 'alternative', 'alternative rock', 'polish']",2010,0.416,0.725,0.7652923076923077,Major,0.0389,0.000332,0.2,0.273,0.606,0.5545676453341698,Wyznanie (Myslovitz)
